,original_word,tokenized_by_bert
2334,"##hod
","['ho', '##d']"
2335,"lar
","['la', '##r']"
2336,"acm
","['ac', '##m']"
2337,"oooo
","['o', '##oo', '##o']"
2338,"halide
","['hal', '##ide']"
2339,"tei
","['te', '##i']"
2340,"srr
","['sr', '##r']"
2341,"radiograph
","['radio', '##graph']"
2342,"enn
","['en', '##n']"
2343,"##ieg
","['ie', '##g']"
2344,"##lig
","['li', '##g']"
2345,"nid
","['ni', '##d']"
2346,"modell
","['model', '##l']"
2347,"hap
","['ha', '##p']"
2348,"bhaduri
","['b', '##had', '##uri']"
2349,"dekker
","['de', '##kker']"
2350,"hotspot
","['hot', '##sp', '##ot']"
2351,"discontinuous
","['disco', '##nti', '##nu', '##ous']"
2352,"##nne
","['n', '##ne']"
2353,"##aut
","['au', '##t']"
2354,"anneal
","['anne', '##al']"
2355,"moy
","['mo', '##y']"
2356,"reflectors
","['reflect', '##ors']"
2357,"flo
","['fl', '##o']"
2358,"borated
","['bo', '##rated']"
2359,"vue
","['vu', '##e']"
2360,"discusse
","['discuss', '##e']"
2361,"##rin
","['ri', '##n']"
2362,"hos
","['ho', '##s']"
2363,"largescale
","['large', '##sca', '##le']"
2364,"elt
","['el', '##t']"
2365,"##oth
","['ot', '##h']"
2366,"##dv
","['d', '##v']"
2367,"##gz
","['g', '##z']"
2368,"natrium
","['nat', '##rium']"
2369,"sli
","['sl', '##i']"
2370,"ascertain
","['as', '##cer', '##tain']"
2371,"flanges
","['fl', '##ange', '##s']"
2372,"caractéristique
","['cara', '##cter', '##ist', '##ique']"
2373,"stringent
","['string', '##ent']"
2374,"fom
","['f', '##om']"
2375,"thermoelectric
","['the', '##rm', '##oe', '##le', '##ctric']"
2376,"ionisation
","['ion', '##isation']"
2377,"artick
","['art', '##ick']"
2378,"sizing
","['si', '##zing']"
2379,"ahx
","['ah', '##x']"
2380,"##ulation
","['ul', '##ation']"
2381,"thermalneutron
","['thermal', '##ne', '##ut', '##ron']"
2382,"##leitung
","['lei', '##tung']"
2383,"encapsulated
","['en', '##cap', '##sul', '##ated']"
2384,"##technische
","['tech', '##nis', '##che']"
2385,"##lage
","['la', '##ge']"
2386,"jue
","['ju', '##e']"
2387,"ug
","['u', '##g']"
2388,"##elt
","['el', '##t']"
2389,"exe
","['ex', '##e']"
2390,"precursors
","['precursor', '##s']"
2391,"ili
","['il', '##i']"
2392,"hydrazine
","['hydra', '##zine']"
2393,"miissen
","['mi', '##isse', '##n']"
2394,"numec
","['nu', '##me', '##c']"
2395,"msbe
","['ms', '##be']"
2396,"##jy
","['j', '##y']"
2397,"ers
","['er', '##s']"
2398,"seawater
","['sea', '##water']"
2399,"overflow
","['over', '##flow']"
2400,"cellulose
","['cell', '##ulo', '##se']"
2401,"singlephase
","['single', '##pha', '##se']"
2402,"aas
","['aa', '##s']"
2403,"inp
","['in', '##p']"
2404,"rohrleitung
","['ro', '##hr', '##lei', '##tung']"
2405,"highenergy
","['high', '##ener', '##gy']"
2406,"micron
","['micro', '##n']"
2407,"##eay
","['ea', '##y']"
2408,"##nucengdes
","['nu', '##cen', '##g', '##des']"
2409,"##ucene
","['uc', '##ene']"
2410,"voltages
","['voltage', '##s']"
2411,"gleich
","['g', '##lei', '##ch']"
2412,"mec
","['me', '##c']"
2413,"nicr
","['nic', '##r']"
2414,"connectors
","['connector', '##s']"
2415,"##fs
","['f', '##s']"
2416,"phe
","['ph', '##e']"
2417,"ortho
","['or', '##th', '##o']"
2418,"oin
","['o', '##in']"
2419,"##uct
","['uc', '##t']"
2420,"fluences
","['flu', '##ence', '##s']"
2421,"phénix
","['ph', '##eni', '##x']"
2422,"arbitrarily
","['ar', '##bit', '##rar', '##ily']"
2423,"mittlere
","['mit', '##tler', '##e']"
2424,"wm
","['w', '##m']"
2425,"tron
","['tr', '##on']"
2426,"hoo
","['ho', '##o']"
2427,"polishing
","['polish', '##ing']"
2428,"##pn
","['p', '##n']"
2429,"##ific
","['if', '##ic']"
2430,"##tec
","['te', '##c']"
2431,"therm
","['the', '##rm']"
2432,"cir
","['ci', '##r']"
2433,"mcg
","['mc', '##g']"
2434,"eff
","['e', '##ff']"
2435,"##ame
","['am', '##e']"
2436,"diluted
","['dil', '##uted']"
2437,"##eces
","['ec', '##es']"
2438,"contours
","['con', '##tour', '##s']"
2439,"##etion
","['et', '##ion']"
2440,"meee
","['me', '##ee']"
2441,"hl
","['h', '##l']"
2442,"federa
","['fed', '##era']"
2443,"std
","['st', '##d']"
2444,"hidd
","['hid', '##d']"
2445,"##iow
","['io', '##w']"
2446,"##ére
","['er', '##e']"
2447,"erm
","['er', '##m']"
2448,"##atic
","['at', '##ic']"
2449,"fos
","['f', '##os']"
2450,"##ihl
","['i', '##hl']"
2451,"bwr
","['b', '##wr']"
2452,"outof
","['out', '##of']"
2453,"coprecipitation
","['cop', '##re', '##ci', '##pit', '##ation']"
2454,"anzahl
","['an', '##za', '##hl']"
2455,"transmutation
","['trans', '##mut', '##ation']"
2456,"besteht
","['best', '##eh', '##t']"
2457,"pyro
","['p', '##yr', '##o']"
2458,"movable
","['mo', '##vable']"
2459,"clearances
","['clearance', '##s']"
2460,"donc
","['don', '##c']"
2461,"giri
","['gi', '##ri']"
2462,"reac
","['re', '##ac']"
2463,"dol
","['do', '##l']"
2464,"ris
","['ri', '##s']"
2465,"enhanc
","['en', '##han', '##c']"
2466,"voided
","['void', '##ed']"
2467,"radiographic
","['radio', '##graphic']"
2468,"nog
","['no', '##g']"
2469,"scrams
","['sc', '##ram', '##s']"
2470,"compacted
","['compact', '##ed']"
2471,"##gc
","['g', '##c']"
2472,"##ove
","['o', '##ve']"
2473,"ime
","['im', '##e']"
2474,"nondimensional
","['non', '##dim', '##ens', '##ional']"
2475,"##iat
","['ia', '##t']"
2476,"pillai
","['pill', '##ai']"
2477,"vhn
","['v', '##hn']"
2478,"wcm
","['wc', '##m']"
2479,"schmelze
","['sc', '##hm', '##el', '##ze']"
2480,"##ristine
","['ri', '##sti', '##ne']"
2481,"##pon
","['po', '##n']"
2482,"##permissions
","['permission', '##s']"
2483,"fuelclad
","['fuel', '##cl', '##ad']"
2484,"oze
","['oz', '##e']"
2485,"asse
","['ass', '##e']"
2486,"clustering
","['cluster', '##ing']"
2487,"aue
","['au', '##e']"
2488,"elasticplastic
","['elastic', '##pl', '##astic']"
2489,"##sto
","['st', '##o']"
2490,"##ege
","['e', '##ge']"
2491,"stee
","['ste', '##e']"
2492,"yol
","['yo', '##l']"
2493,"oer
","['o', '##er']"
2494,"hexagon
","['he', '##xa', '##gon']"
2495,"rexco
","['rex', '##co']"
2496,"arr
","['ar', '##r']"
2497,"velusamy
","['ve', '##lus', '##amy']"
2498,"ergeben
","['er', '##ge', '##ben']"
2499,"misalignment
","['mis', '##ali', '##gn', '##ment']"
2500,"temporar
","['tempo', '##rar']"
2501,"pbl
","['p', '##bl']"
2502,"multichannel
","['multi', '##channel']"
2503,"extruded
","['ex', '##tr', '##uded']"
2504,"microprobe
","['micro', '##pro', '##be']"
2505,"nae
","['na', '##e']"
2506,"throughput
","['through', '##put']"
2507,"physicochemica
","['ph', '##ys', '##ico', '##che', '##mic', '##a']"
2508,"tts
","['tt', '##s']"
2509,"erste
","['er', '##ste']"
2510,"brazed
","['bra', '##zed']"
2511,"##yp
","['y', '##p']"
2512,"uo
","['u', '##o']"
2513,"neutronics
","['neutron', '##ics']"
2514,"ig
","['i', '##g']"
2515,"##els
","['el', '##s']"
2516,"##technik
","['tech', '##nik']"
2517,"aal
","['aa', '##l']"
2518,"ssh
","['ss', '##h']"
2519,"##tions
","['ti', '##ons']"
2520,"puu
","['pu', '##u']"
2521,"initio
","['in', '##iti', '##o']"
2522,"eqn
","['e', '##q', '##n']"
2523,"sere
","['ser', '##e']"
2524,"technische
","['tech', '##nis', '##che']"
2525,"gam
","['ga', '##m']"
2526,"rigs
","['rig', '##s']"
2527,"abi
","['ab', '##i']"
2528,"teg
","['te', '##g']"
2529,"sra
","['sr', '##a']"
2530,"venkatesan
","['ve', '##nka', '##tes', '##an']"
2531,"collimator
","['col', '##lim', '##ator']"
2532,"##ula
","['ul', '##a']"
2533,"##sso
","['ss', '##o']"
2534,"yr
","['y', '##r']"
2535,"lubricated
","['lu', '##bri', '##cated']"
2536,"ity
","['it', '##y']"
2537,"fac
","['fa', '##c']"
2538,"speci
","['spec', '##i']"
2539,"##verteilung
","['ve', '##rte', '##il', '##ung']"
2540,"ong
","['on', '##g']"
2541,"##ssc
","['ss', '##c']"
2542,"servo
","['ser', '##vo']"
2543,"##metry
","['met', '##ry']"
2544,"aos
","['ao', '##s']"
2545,"cond
","['con', '##d']"
2546,"zer
","['ze', '##r']"
2547,"##rea
","['re', '##a']"
2548,"sj
","['s', '##j']"
2549,"spaltzone
","['spa', '##lt', '##zone']"
2550,"auslegungs
","['aus', '##leg', '##ung', '##s']"
2551,"thinning
","['thin', '##ning']"
2552,"aprés
","['apr', '##es']"
2553,"hlw
","['h', '##l', '##w']"
2554,"flowsheet
","['flows', '##hee', '##t']"
2555,"normalizing
","['normal', '##izing']"
2556,"erforderlich
","['er', '##ford', '##er', '##lich']"
2557,"sahu
","['sa', '##hu']"
2558,"##ped
","['pe', '##d']"
2559,"sov
","['so', '##v']"
2560,"oet
","['o', '##et']"
2561,"pom
","['po', '##m']"
2562,"auftreten
","['auf', '##tre', '##ten']"
2563,"materialia
","['material', '##ia']"
2564,"bse
","['bs', '##e']"
2565,"##ast
","['as', '##t']"
2566,"lind
","['lin', '##d']"
2567,"ino
","['in', '##o']"
2568,"conduit
","['con', '##du', '##it']"
2569,"thermique
","['the', '##rmi', '##que']"
2570,"##nol
","['no', '##l']"
2571,"univ
","['un', '##iv']"
2572,"partie
","['part', '##ie']"
2573,"agglomerates
","['ag', '##gl', '##ome', '##rates']"
2574,"aggregates
","['aggregate', '##s']"
2575,"##ney
","['ne', '##y']"
2576,"##itz
","['it', '##z']"
2577,"attributable
","['at', '##tri', '##bu', '##table']"
2578,"reproducible
","['rep', '##rod', '##ucible']"
2579,"instabilities
","['ins', '##ta', '##bilities']"
2580,"apa
","['ap', '##a']"
2581,"bekannt
","['be', '##kan', '##nt']"
2582,"##adurch
","['ad', '##ur', '##ch']"
2583,"lumped
","['lump', '##ed']"
2584,"tribo
","['tri', '##bo']"
2585,"aul
","['au', '##l']"
2586,"##satz
","['sat', '##z']"
2587,"##ext
","['ex', '##t']"
2588,"boc
","['bo', '##c']"
2589,"##ates
","['ate', '##s']"
2590,"highlevel
","['high', '##lev', '##el']"
2591,"nmr
","['nm', '##r']"
2592,"##eig
","['e', '##ig']"
2593,"##ple
","['pl', '##e']"
2594,"##vv
","['v', '##v']"
2595,"strainrate
","['strain', '##rate']"
2596,"ful
","['fu', '##l']"
2597,"suc
","['su', '##c']"
2598,"crevice
","['cr', '##evic', '##e']"
2599,"étude
","['et', '##ude']"
2600,"fou
","['f', '##ou']"
2601,"##tot
","['to', '##t']"
2602,"##ture
","['tu', '##re']"
2603,"tetrahedra
","['te', '##tra', '##hed', '##ra']"
2604,"tw
","['t', '##w']"
2605,"sco
","['sc', '##o']"
2606,"inhomogeneous
","['in', '##hom', '##ogen', '##eous']"
2607,"uptake
","['up', '##take']"
2608,"nsfs
","['ns', '##fs']"
2609,"quantification
","['quan', '##ti', '##fication']"
2610,"bcl
","['bc', '##l']"
2611,"épaisseur
","['epa', '##isse', '##ur']"
2612,"noe
","['no', '##e']"
2613,"##ppe
","['pp', '##e']"
2614,"soot
","['soo', '##t']"
2615,"##ariat
","['aria', '##t']"
2616,"sx
","['s', '##x']"
2617,"nv
","['n', '##v']"
2618,"seu
","['se', '##u']"
2619,"zs
","['z', '##s']"
2620,"fle
","['fl', '##e']"
2621,"effluents
","['e', '##ff', '##lu', '##ents']"
2622,"iz
","['i', '##z']"
2623,"##fel
","['fe', '##l']"
2624,"wom
","['wo', '##m']"
2625,"sds
","['sd', '##s']"
2626,"sth
","['st', '##h']"
2627,"pul
","['pu', '##l']"
2628,"formulations
","['formulation', '##s']"
2629,"imping
","['imp', '##ing']"
2630,"ert
","['er', '##t']"
2631,"neben
","['ne', '##ben']"
2632,"##uog
","['u', '##og']"
2633,"ths
","['th', '##s']"
2634,"dynamical
","['dynamic', '##al']"
2635,"adhesive
","['ad', '##hesive']"
2636,"americium
","['am', '##eric', '##ium']"
2637,"anomalies
","['an', '##oma', '##lies']"
2638,"nimonic
","['ni', '##mon', '##ic']"
2639,"precipitator
","['pre', '##ci', '##pit', '##ator']"
2640,"activité
","['act', '##iv', '##ite']"
2641,"tst
","['ts', '##t']"
2642,"##ology
","['ol', '##ogy']"
2643,"thimbles
","['th', '##im', '##bles']"
2644,"lethargy
","['let', '##har', '##gy']"
2645,"genehmigung
","['gene', '##hmi', '##gun', '##g']"
2646,"perature
","['per', '##at', '##ure']"
2647,"rere
","['re', '##re']"
2648,"ht
","['h', '##t']"
2649,"spaltstoff
","['spa', '##lts', '##to', '##ff']"
2650,"uniformity
","['uniform', '##ity']"
2651,"gauss
","['ga', '##uss']"
2652,"##teil
","['te', '##il']"
2653,"superheated
","['super', '##hea', '##ted']"
2654,"comlocatejn
","['com', '##lo', '##cate', '##jn']"
2655,"spr
","['sp', '##r']"
2656,"##str
","['st', '##r']"
2657,"gou
","['go', '##u']"
2658,"kurz
","['ku', '##rz']"
2659,"pus
","['pu', '##s']"
2660,"ext
","['ex', '##t']"
2661,"purex
","['pure', '##x']"
2662,"rhr
","['r', '##hr']"
2663,"lae
","['la', '##e']"
2664,"etal
","['eta', '##l']"
2665,"##ily
","['il', '##y']"
2666,"tur
","['tu', '##r']"
2667,"##ery
","['er', '##y']"
2668,"##noo
","['no', '##o']"
2669,"fas
","['fa', '##s']"
2670,"salinity
","['sal', '##ini', '##ty']"
2671,"reuter
","['re', '##uter']"
2672,"asdeposited
","['as', '##de', '##po', '##sit', '##ed']"
2673,"direkt
","['dire', '##kt']"
2674,"gravitation
","['gr', '##avi', '##tation']"
2675,"gd
","['g', '##d']"
2676,"untpos
","['un', '##tp', '##os']"
2677,"##ath
","['at', '##h']"
2678,"nonresonan
","['non', '##res', '##ona', '##n']"
2679,"daten
","['date', '##n']"
2680,"unten
","['un', '##ten']"
2681,"abn
","['ab', '##n']"
2682,"nanotube
","['nano', '##tub', '##e']"
2683,"jt
","['j', '##t']"
2684,"vorliegende
","['vo', '##rl', '##ieg', '##end', '##e']"
2685,"##erer
","['er', '##er']"
2686,"jede
","['jed', '##e']"
2687,"oco
","['o', '##co']"
2688,"yim
","['yi', '##m']"
2689,"ofa
","['of', '##a']"
2690,"##ris
","['ri', '##s']"
2691,"bou
","['bo', '##u']"
2692,"santowax
","['santo', '##wa', '##x']"
2693,"sattdampf
","['sat', '##t', '##dam', '##pf']"
2694,"stochastic
","['st', '##och', '##astic']"
2695,"concavity
","['con', '##ca', '##vity']"
2696,"upuzr
","['up', '##uz', '##r']"
2697,"##verlust
","['ve', '##rl', '##ust']"
2698,"finiteelement
","['finite', '##ele', '##ment']"
2699,"vig
","['vi', '##g']"
2700,"##oul
","['ou', '##l']"
2701,"subsurface
","['sub', '##sur', '##face']"
2702,"attainable
","['attain', '##able']"
2703,"pfr
","['p', '##fr']"
2704,"était
","['eta', '##it']"
2705,"wnigos
","['w', '##nig', '##os']"
2706,"rexcoht
","['rex', '##co', '##ht']"
2707,"##horo
","['ho', '##ro']"
2708,"##faktoren
","['fa', '##kt', '##ore', '##n']"
2709,"widths
","['width', '##s']"
2710,"lowenergy
","['lowe', '##ner', '##gy']"
2711,"airflow
","['air', '##flow']"
2712,"ach
","['ac', '##h']"
2713,"##lant
","['lan', '##t']"
2714,"whi
","['w', '##hi']"
2715,"##vg
","['v', '##g']"
2716,"nickelbase
","['nickel', '##base']"
2717,"cul
","['cu', '##l']"
2718,"isotherms
","['iso', '##ther', '##ms']"
2719,"##kammer
","['kam', '##mer']"
2720,"suot
","['su', '##ot']"
2721,"ual
","['ua', '##l']"
2722,"actuators
","['act', '##ua', '##tors']"
2723,"gages
","['gage', '##s']"
2724,"mise
","['mis', '##e']"
2725,"pey
","['pe', '##y']"
2726,"fla
","['fl', '##a']"
2727,"##ante
","['ant', '##e']"
2728,"##hoh
","['ho', '##h']"
2729,"proben
","['probe', '##n']"
2730,"retard
","['re', '##tar', '##d']"
2731,"##mepeh
","['me', '##pe', '##h']"
2732,"scf
","['sc', '##f']"
2733,"coworkers
","['cow', '##or', '##kers']"
2734,"selbst
","['se', '##lb', '##st']"
2735,"probabilities
","['pro', '##ba', '##bilities']"
2736,"fonctionnement
","['f', '##on', '##ction', '##nem', '##ent']"
2737,"calcined
","['cal', '##cine', '##d']"
2738,"intercritical
","['inter', '##cr', '##itical']"
2739,"monoclinic
","['mono', '##cl', '##ini', '##c']"
2740,"localised
","['local', '##ised']"
2741,"boric
","['bo', '##ric']"
2742,"caso
","['cas', '##o']"
2743,"nitf
","['ni', '##tf']"
2744,"pem
","['pe', '##m']"
2745,"goe
","['go', '##e']"
2746,"gcm
","['g', '##cm']"
2747,"##nse
","['ns', '##e']"
2748,"##ograph
","['og', '##raph']"
2749,"maxima
","['maxim', '##a']"
2750,"feder
","['fed', '##er']"
2751,"avg
","['av', '##g']"
2752,"pst
","['ps', '##t']"
2753,"weg
","['we', '##g']"
2754,"hohe
","['ho', '##he']"
2755,"##nig
","['ni', '##g']"
2756,"avo
","['av', '##o']"
2757,"##alled
","['all', '##ed']"
2758,"contacting
","['contact', '##ing']"
2759,"aea
","['ae', '##a']"
2760,"acier
","['ac', '##ier']"
2761,"##mittel
","['mit', '##tel']"
2762,"eros
","['er', '##os']"
2763,"eed
","['ee', '##d']"
2764,"noa
","['no', '##a']"
2765,"ausfall
","['aus', '##fall']"
2766,"analys
","['anal', '##ys']"
2767,"##ato
","['at', '##o']"
2768,"rccmr
","['rc', '##cm', '##r']"
2769,"balakrishnan
","['bala', '##krishna', '##n']"
2770,"scintillator
","['sci', '##nti', '##lla', '##tor']"
2771,"suitably
","['suit', '##ably']"
2772,"spaltgas
","['spa', '##lt', '##gas']"
2773,"hilfe
","['hi', '##lf', '##e']"
2774,"wntpos
","['w', '##nt', '##po', '##s']"
2775,"thscale
","['th', '##sca', '##le']"
2776,"delayedneutron
","['delayed', '##ne', '##ut', '##ron']"
2777,"beh
","['be', '##h']"
2778,"subcooled
","['sub', '##co', '##ole', '##d']"
2779,"monit
","['mon', '##it']"
2780,"anions
","['an', '##ions']"
2781,"##ional
","['iona', '##l']"
2782,"spo
","['sp', '##o']"
2783,"bruch
","['br', '##uch']"
2784,"reaktoren
","['re', '##ak', '##tore', '##n']"
2785,"sfr
","['sf', '##r']"
2786,"nin
","['ni', '##n']"
2787,"##ieurs
","['ie', '##urs']"
2788,"##wert
","['we', '##rt']"
2789,"dund
","['dun', '##d']"
2790,"deb
","['de', '##b']"
2791,"analyser
","['anal', '##yse', '##r']"
2792,"##lauf
","['lau', '##f']"
2793,"primar
","['prima', '##r']"
2794,"extractants
","['extract', '##ants']"
2795,"iil
","['ii', '##l']"
2796,"puf
","['pu', '##f']"
2797,"rohr
","['ro', '##hr']"
2798,"choudhary
","['cho', '##ud', '##har', '##y']"
2799,"yttrium
","['y', '##tt', '##rium']"
2800,"condenserboiler
","['conde', '##nse', '##rb', '##oi', '##ler']"
2801,"exothermic
","['ex', '##oth', '##er', '##mic']"
2802,"nanotechnology
","['nano', '##tech', '##nology']"
2803,"vitesse
","['vi', '##tes', '##se']"
2804,"##eees
","['ee', '##es']"
2805,"##yz
","['y', '##z']"
2806,"agglomeration
","['ag', '##gl', '##ome', '##ration']"
2807,"barium
","['bari', '##um']"
2808,"jos
","['jo', '##s']"
2809,"sab
","['sa', '##b']"
2810,"cpe
","['cp', '##e']"
2811,"seer
","['see', '##r']"
2812,"plating
","['pl', '##ating']"
2813,"diluents
","['dil', '##uen', '##ts']"
2814,"teng
","['ten', '##g']"
2815,"ssc
","['ss', '##c']"
2816,"wesentliche
","['wes', '##ent', '##liche']"
2817,"zustand
","['zu', '##stand']"
2818,"vid
","['vi', '##d']"
2819,"##pb
","['p', '##b']"
2820,"pap
","['pa', '##p']"
2821,"##ock
","['o', '##ck']"
2822,"##oos
","['o', '##os']"
2823,"occ
","['o', '##cc']"
2824,"##uoy
","['u', '##oy']"
2825,"amo
","['am', '##o']"
2826,"conformers
","['conform', '##ers']"
2827,"##ean
","['ea', '##n']"
2828,"variante
","['variant', '##e']"
2829,"eal
","['ea', '##l']"
2830,"##cin
","['ci', '##n']"
2831,"##cet
","['ce', '##t']"
2832,"monotonic
","['mono', '##tonic']"
2833,"ust
","['us', '##t']"
2834,"exemple
","['ex', '##em', '##ple']"
2835,"moderating
","['mode', '##rating']"
2836,"reliably
","['re', '##lia', '##bly']"
2837,"oxalate
","['ox', '##ala', '##te']"
2838,"sarkar
","['sar', '##kar']"
2839,"wellknown
","['well', '##k', '##now', '##n']"
2840,"burnout
","['burn', '##out']"
2841,"ionpump
","['ion', '##pu', '##mp']"
2842,"redundancy
","['red', '##unda', '##ncy']"
2843,"indium
","['ind', '##ium']"
2844,"compet
","['com', '##pet']"
2845,"nucléaires
","['nu', '##cle', '##aire', '##s']"
2846,"innerhalb
","['inner', '##hal', '##b']"
2847,"##samy
","['sam', '##y']"
2848,"ener
","['en', '##er']"
2849,"##ror
","['ro', '##r']"
2850,"lowpressure
","['low', '##press', '##ure']"
2851,"eth
","['et', '##h']"
2852,"##enc
","['en', '##c']"
2853,"polarized
","['polar', '##ized']"
2854,"##rie
","['ri', '##e']"
2855,"##heit
","['he', '##it']"
2856,"noi
","['no', '##i']"
2857,"jig
","['ji', '##g']"
2858,"##ful
","['fu', '##l']"
2859,"safeguards
","['safeguard', '##s']"
2860,"##eas
","['ea', '##s']"
2861,"wt
","['w', '##t']"
2862,"atic
","['at', '##ic']"
2863,"##cne
","['cn', '##e']"
2864,"subsidiari
","['sub', '##si', '##dia', '##ri']"
2865,"tsd
","['ts', '##d']"
2866,"bak
","['ba', '##k']"
2867,"##nin
","['ni', '##n']"
2868,"coupons
","['coup', '##ons']"
2869,"konnte
","['ko', '##nn', '##te']"
2870,"##tur
","['tu', '##r']"
2871,"mpo
","['mp', '##o']"
2872,"esp
","['es', '##p']"
2873,"meso
","['me', '##so']"
2874,"endfb
","['end', '##fb']"
2875,"notwendig
","['not', '##wen', '##di', '##g']"
2876,"accelerometers
","['acc', '##ele', '##rom', '##eter', '##s']"
2877,"lossof
","['loss', '##of']"
2878,"forme
","['form', '##e']"
2879,"noc
","['no', '##c']"
2880,"corre
","['co', '##rre']"
2881,"formalism
","['formal', '##ism']"
2882,"mishra
","['mis', '##hra']"
2883,"commiss
","['com', '##mis', '##s']"
2884,"pressurization
","['press', '##uri', '##zation']"
2885,"cram
","['cr', '##am']"
2886,"##ost
","['os', '##t']"
2887,"##ecce
","['ec', '##ce']"
2888,"##eeee
","['ee', '##ee']"
2889,"hof
","['ho', '##f']"
2890,"oleic
","['ole', '##ic']"
2891,"sme
","['sm', '##e']"
2892,"fal
","['fa', '##l']"
2893,"##iog
","['io', '##g']"
2894,"##werte
","['we', '##rte']"
2895,"nois
","['no', '##is']"
2896,"sodiun
","['so', '##di', '##un']"
2897,"ihre
","['i', '##hre']"
2898,"##lov
","['lo', '##v']"
2899,"sicher
","['sic', '##her']"
2900,"bm
","['b', '##m']"
2901,"iib
","['ii', '##b']"
2902,"npp
","['np', '##p']"
2903,"tut
","['tu', '##t']"
2904,"##kiihlung
","['ki', '##ih', '##lun', '##g']"
2905,"##zustand
","['zu', '##stand']"
2906,"electrochem
","['electro', '##che', '##m']"
2907,"mgcl
","['mg', '##cl']"
2908,"subscript
","['sub', '##script']"
2909,"elemente
","['element', '##e']"
2910,"interlayer
","['inter', '##layer']"
2911,"aha
","['ah', '##a']"
2912,"weil
","['wei', '##l']"
2913,"oott
","['o', '##ott']"
2914,"##tical
","['ti', '##cal']"
2915,"uoy
","['u', '##oy']"
2916,"##iet
","['ie', '##t']"
2917,"prototyp
","['proto', '##ty', '##p']"
2918,"solenoid
","['sole', '##no', '##id']"
2919,"viswanathan
","['vis', '##wana', '##than']"
2920,"incinerator
","['inc', '##iner', '##ator']"
2921,"densification
","['den', '##si', '##fication']"
2922,"mesoporous
","['me', '##sop', '##orous']"
2923,"coaxial
","['coa', '##xia', '##l']"
2924,"observable
","['ob', '##ser', '##vable']"
2925,"zncl
","['z', '##nc', '##l']"
2926,"afe
","['af', '##e']"
2927,"creat
","['cr', '##ea', '##t']"
2928,"uoi
","['u', '##oi']"
2929,"##hex
","['he', '##x']"
2930,"soz
","['so', '##z']"
2931,"sns
","['s', '##ns']"
2932,"impregnated
","['imp', '##re', '##gna', '##ted']"
2933,"indi
","['ind', '##i']"
2934,"sdu
","['sd', '##u']"
2935,"##nia
","['ni', '##a']"
2936,"##ius
","['i', '##us']"
2937,"cons
","['con', '##s']"
2938,"##obah
","['ob', '##ah']"
2939,"blo
","['b', '##lo']"
2940,"baw
","['ba', '##w']"
2941,"preheating
","['pre', '##hea', '##ting']"
2942,"##ora
","['or', '##a']"
2943,"ung
","['un', '##g']"
2944,"##eus
","['eu', '##s']"
2945,"##tation
","['ta', '##tion']"
2946,"oll
","['ol', '##l']"
2947,"##ivi
","['iv', '##i']"
2948,"coll
","['col', '##l']"
2949,"##nx
","['n', '##x']"
2950,"denen
","['den', '##en']"
2951,"fhe
","['f', '##he']"
2952,"##idae
","['ida', '##e']"
2953,"dispositif
","['di', '##sp', '##osi', '##ti', '##f']"
2954,"unperturbed
","['un', '##per', '##tur', '##bed']"
2955,"hewlett
","['he', '##wl', '##ett']"
2956,"orthorhombic
","['or', '##thor', '##hom', '##bic']"
2957,"##ight
","['i', '##ght']"
2958,"diffractometer
","['di', '##ff', '##rac', '##tom', '##eter']"
2959,"photoelectron
","['photo', '##ele', '##ct', '##ron']"
2960,"rotatable
","['rot', '##atable']"
2961,"pvp
","['pv', '##p']"
2962,"narasimhan
","['nara', '##si', '##m', '##han']"
2963,"abstandshalter
","['abs', '##tan', '##ds', '##hal', '##ter']"
2964,"thermalfatigue
","['thermal', '##fat', '##ig', '##ue']"
2965,"perturbed
","['per', '##tur', '##bed']"
2966,"tetrahedral
","['te', '##tra', '##hedral']"
2967,"fiss
","['fis', '##s']"
2968,"##hes
","['he', '##s']"
2969,"##loy
","['lo', '##y']"
2970,"wh
","['w', '##h']"
2971,"onin
","['on', '##in']"
2972,"nanostructures
","['nano', '##st', '##ru', '##cture', '##s']"
2973,"##seq
","['se', '##q']"
2974,"anp
","['an', '##p']"
2975,"rit
","['ri', '##t']"
2976,"##dichte
","['di', '##cht', '##e']"
2977,"##hocth
","['hoc', '##th']"
2978,"spc
","['sp', '##c']"
2979,"autres
","['au', '##tres']"
2980,"##hnx
","['h', '##nx']"
2981,"woa
","['wo', '##a']"
2982,"programm
","['program', '##m']"
2983,"silicate
","['si', '##lica', '##te']"
2984,"epithermal
","['ep', '##ith', '##er', '##mal']"
2985,"radiolytic
","['radio', '##ly', '##tic']"
2986,"biomolecular
","['bio', '##mo', '##le', '##cular']"
2987,"rhometer
","['r', '##hom', '##eter']"
2988,"reaktorkern
","['re', '##ak', '##tor', '##ker', '##n']"
2989,"grainboundary
","['grain', '##bound', '##ary']"
2990,"visualization
","['visual', '##ization']"
2991,"recirculating
","['rec', '##ir', '##cula', '##ting']"
2992,"oan
","['o', '##an']"
2993,"##uas
","['ua', '##s']"
2994,"penetrant
","['pen', '##et', '##rant']"
2995,"emp
","['em', '##p']"
2996,"einsatz
","['ein', '##sat', '##z']"
2997,"##lf
","['l', '##f']"
2998,"##oga
","['og', '##a']"
2999,"agr
","['ag', '##r']"
3000,"uz
","['u', '##z']"
